variable,before,after
Sharp-shinned Hawk,1.203067462,-0.758824268
Sharp-shinned Hawk,1.381143249,-1.078156078
Sharp-shinned Hawk,1.106546068,-0.926116451
Sharp-shinned Hawk,0.785905927,-1.177865618
Sharp-shinned Hawk,1.269182806,-1.585637757
Sharp-shinned Hawk,0.739547413,-0.913404409
Sharp-shinned Hawk,0.847421607,-0.674291828
Sharp-shinned Hawk,1.450584547,-1.09977815
Sharp-shinned Hawk,1.570049538,-0.848452263
Sharp-shinned Hawk,1.134924357,-1.413521402
Sharp-shinned Hawk,1.742371563,-1.201741518
Sharp-shinned Hawk,0.817232638,-1.086756955
Sharp-shinned Hawk,1.504320906,-1.287541045
Sharp-shinned Hawk,1.304653008,-1.143105262
Sharp-shinned Hawk,1.34765248,-1.017434665
Sharp-shinned Hawk,1.522766423,-0.871555019
Sharp-shinned Hawk,1.672127478,-1.201587652
Sharp-shinned Hawk,1.250958125,-1.018846443
Sharp-shinned Hawk,1.603200076,-1.1544439
Sharp-shinned Hawk,1.451025994,-0.968749994
Sharp-shinned Hawk,1.04402197,-1.231452666
Sharp-shinned Hawk,1.421816829,-0.887183058
Sharp-shinned Hawk,1.90341468,-1.06277132
Sharp-shinned Hawk,1.141959519,-1.065395781
Sharp-shinned Hawk,1.314699148,-0.806806033
Sharp-shinned Hawk,1.172921219,-0.87374068
Sharp-shinned Hawk,1.34260561,-1.10731201
Sharp-shinned Hawk,1.137324986,-0.946800858
Sharp-shinned Hawk,1.807836013,-1.170197171
Sharp-shinned Hawk,1.338077671,-1.15181191
Sharp-shinned Hawk,1.045508133,-0.66892758
Sharp-shinned Hawk,1.60375222,-1.283000446
Sharp-shinned Hawk,1.545921822,-0.890381898
Sharp-shinned Hawk,1.51249086,-0.738447321
Sharp-shinned Hawk,1.350705007,-0.9430117
Sharp-shinned Hawk,1.1451197,-0.909263193
Sharp-shinned Hawk,0.899431154,-0.599346494
Sharp-shinned Hawk,1.111598659,-1.106534933
Sharp-shinned Hawk,1.642695411,-1.407949626
Sharp-shinned Hawk,1.644077335,-1.028219056
Sharp-shinned Hawk,1.096406872,-0.627093576
Sharp-shinned Hawk,0.968309299,-1.187680299
Sharp-shinned Hawk,0.944347235,-0.73640638
Sharp-shinned Hawk,1.29796251,-1.11882527
Sharp-shinned Hawk,1.469133432,-1.05892756
Sharp-shinned Hawk,1.192394496,-1.32621559
Sharp-shinned Hawk,1.256277723,-0.775442156
Sharp-shinned Hawk,1.903188979,-1.159041296
Sharp-shinned Hawk,1.63592886,-1.163015701
Sharp-shinned Hawk,1.23168979,-1.087466429
Sharp-shinned Hawk,0.868098514,-1.120719485
Sharp-shinned Hawk,1.528933333,-1.140515384
Sharp-shinned Hawk,1.365727066,-0.97858337
Sharp-shinned Hawk,1.482789965,-0.973656652
Sharp-shinned Hawk,1.187221881,-1.360456852
Sharp-shinned Hawk,0.818571323,-0.619574156
Sharp-shinned Hawk,1.262173464,-0.838728051
Sharp-shinned Hawk,1.04324418,-1.249693425
Sharp-shinned Hawk,1.595439521,-1.233547522
Sharp-shinned Hawk,1.21303184,-0.966092307
Sharp-shinned Hawk,1.326950071,-0.752916064
Sharp-shinned Hawk,1.13770453,-0.946874537
Sharp-shinned Hawk,1.384949653,-0.822072519
Sharp-shinned Hawk,1.690656502,-0.989571243
Sharp-shinned Hawk,1.054620773,-1.232586914
Sharp-shinned Hawk,1.413330162,-1.335553204
Sharp-shinned Hawk,0.991639015,-1.031120205
Sharp-shinned Hawk,0.866930971,-0.826897943
Sharp-shinned Hawk,1.109498706,-1.080331934
Sharp-shinned Hawk,1.420734061,-1.178768865
Sharp-shinned Hawk,1.015460236,-0.668230326
Sharp-shinned Hawk,1.120419052,-0.940662751
Sharp-shinned Hawk,1.159248849,-1.247613012
Sharp-shinned Hawk,1.642526208,-1.032319792
Sharp-shinned Hawk,1.717314056,-1.281576831
Sharp-shinned Hawk,1.58196719,-1.229767786
Sharp-shinned Hawk,1.554753281,-0.812918632
Sharp-shinned Hawk,1.91045129,-1.055834574
Sharp-shinned Hawk,1.518232793,-0.980226073
Sharp-shinned Hawk,1.221347365,-1.086285025
Sharp-shinned Hawk,0.798801597,-0.991111627
Sharp-shinned Hawk,0.79160159,-1.177668558
Sharp-shinned Hawk,0.875898841,-0.953242667
Sharp-shinned Hawk,1.805670697,-1.421655366
Sharp-shinned Hawk,1.55609486,-0.860118318
Sharp-shinned Hawk,1.006936017,-0.873700098
Sharp-shinned Hawk,1.79427805,-1.201786471
Sharp-shinned Hawk,0.958104391,-1.480670331
Sharp-shinned Hawk,1.515860752,-0.971301982
Sharp-shinned Hawk,1.346833101,-1.133147755
Sharp-shinned Hawk,1.128677687,-1.305429344
Sharp-shinned Hawk,1.047304055,-0.892201805
Sharp-shinned Hawk,1.615754257,-1.420048783
Sharp-shinned Hawk,0.762130903,-1.171478802
Sharp-shinned Hawk,1.283206967,-0.921192399
Sharp-shinned Hawk,1.308848051,-1.173278722
Sharp-shinned Hawk,1.371204517,-0.995859227
Sharp-shinned Hawk,1.565295535,-1.196839574
Sharp-shinned Hawk,0.899302556,-0.930577479
Sharp-shinned Hawk,1.311139879,-0.954624789
Sharp-shinned Hawk,0.952752468,-1.101731287
Sharp-shinned Hawk,0.937279391,-0.853760807
Sharp-shinned Hawk,1.357939435,-1.053784181
Sharp-shinned Hawk,1.310730583,-1.273793709
Sharp-shinned Hawk,1.6046713,-0.960566003
Sharp-shinned Hawk,1.045252285,-1.158506192
Sharp-shinned Hawk,1.696552224,-1.413895253
Sharp-shinned Hawk,1.454914149,-1.152529922
Sharp-shinned Hawk,1.12909726,-1.363743079
Sharp-shinned Hawk,1.900662965,-0.954470011
Sharp-shinned Hawk,0.985119685,-1.031324614
Sharp-shinned Hawk,1.764988966,-1.248452244
Sharp-shinned Hawk,1.120459727,-0.911408437
Sharp-shinned Hawk,1.614414201,-1.303831067
Sharp-shinned Hawk,1.572871554,-0.939142994
Sharp-shinned Hawk,1.130769096,-1.411065104
Sharp-shinned Hawk,1.012957068,-1.09279587
Sharp-shinned Hawk,0.843156999,-0.804394526
Sharp-shinned Hawk,0.757103829,-0.812939118
Sharp-shinned Hawk,1.534111504,-1.172334474
Sharp-shinned Hawk,1.14651869,-0.837187741
Sharp-shinned Hawk,0.976458537,-1.118596932
Sharp-shinned Hawk,1.192772122,-1.118627144
Sharp-shinned Hawk,1.63504217,-1.235873292
Sharp-shinned Hawk,1.259901251,-1.211786381
Sharp-shinned Hawk,1.643987627,-1.074013381
Sharp-shinned Hawk,1.321728581,-1.213731279
Sharp-shinned Hawk,1.246468182,-1.210035817
Sharp-shinned Hawk,1.5075361,-1.359582117
Sharp-shinned Hawk,1.597845576,-1.131729421
Sharp-shinned Hawk,1.389074438,-0.809616204
Sharp-shinned Hawk,1.30462208,-0.822776265
Sharp-shinned Hawk,1.34729187,-1.245761308
Sharp-shinned Hawk,1.189460264,-1.304043093
Sharp-shinned Hawk,1.238802267,-0.910360656
Sharp-shinned Hawk,1.362940457,-1.143851638
Sharp-shinned Hawk,1.261195138,-0.929637982
Sharp-shinned Hawk,1.080291733,-1.018689835
Sharp-shinned Hawk,1.913285032,-1.173041654
Sharp-shinned Hawk,0.959645139,-1.386196556
Sharp-shinned Hawk,1.8369029,-1.373877491
Sharp-shinned Hawk,1.497553715,-1.298638568
Sharp-shinned Hawk,1.374533955,-1.081202595
Sharp-shinned Hawk,1.422974602,-1.130060022
Sharp-shinned Hawk,1.365537458,-1.108841468
Sharp-shinned Hawk,1.159761366,-0.891076183
Sharp-shinned Hawk,1.235510016,-0.874508916
Sharp-shinned Hawk,1.607082564,-0.83112236
Sharp-shinned Hawk,1.135733541,-1.147789832
Sharp-shinned Hawk,0.958804482,-0.9915102
Sharp-shinned Hawk,0.9258579,-0.904423773
Sharp-shinned Hawk,1.215162703,-1.127396199
Sharp-shinned Hawk,1.19920246,-1.219310888
Sharp-shinned Hawk,1.753019724,-1.396738432
Sharp-shinned Hawk,1.056065898,-1.256520401
Sharp-shinned Hawk,1.392371194,-1.350039836
Sharp-shinned Hawk,1.230073744,-1.160099572
Sharp-shinned Hawk,1.385557214,-1.175810732
Sharp-shinned Hawk,1.551418503,-1.228248078
Sharp-shinned Hawk,1.816145271,-1.216783533
Sharp-shinned Hawk,1.150672357,-0.922466304
Sharp-shinned Hawk,1.381284364,-1.256007931
Sharp-shinned Hawk,1.03380065,-1.021242551
Sharp-shinned Hawk,1.487712379,-1.066946353
Sharp-shinned Hawk,1.288393409,-1.496867451
Sharp-shinned Hawk,1.22523353,-1.017507043
Sharp-shinned Hawk,1.290382481,-1.1643284
Sharp-shinned Hawk,1.364937487,-1.027285929
Sharp-shinned Hawk,1.481060951,-1.199392521
Sharp-shinned Hawk,1.192748182,-1.205423788
Sharp-shinned Hawk,1.525047213,-0.948946598
Sharp-shinned Hawk,1.661547111,-1.222495559
Sharp-shinned Hawk,1.234588159,-0.92085414
Sharp-shinned Hawk,1.623032248,-1.082822907
Sharp-shinned Hawk,1.335712033,-1.330535518
Sharp-shinned Hawk,1.328436066,-0.888267549
Sharp-shinned Hawk,1.271129778,-1.237063479
Sharp-shinned Hawk,1.463137913,-0.958926682
Sharp-shinned Hawk,1.373638614,-0.913473304
Sharp-shinned Hawk,0.949440536,-0.874974336
Sharp-shinned Hawk,1.637467485,-1.416947155
Sharp-shinned Hawk,1.362844958,-1.102688736
Sharp-shinned Hawk,1.165071767,-0.95411067
Sharp-shinned Hawk,1.122827153,-0.908889383
Sharp-shinned Hawk,0.948340882,-0.885505958
Sharp-shinned Hawk,1.116141552,-1.175934906
Sharp-shinned Hawk,1.288642718,-1.101474964
Sharp-shinned Hawk,0.809119665,-1.450012975
Sharp-shinned Hawk,1.365223214,-1.020870332
Sharp-shinned Hawk,1.511367235,-1.2439973
Sharp-shinned Hawk,1.446049071,-1.175307418
Sharp-shinned Hawk,1.400720033,-1.431848253
Sharp-shinned Hawk,1.041728069,-1.036002876
Sharp-shinned Hawk,0.756425446,-0.870854219
Sharp-shinned Hawk,1.255935974,-1.047616322
Sharp-shinned Hawk,1.26258209,-1.18253504
Sharp-shinned Hawk,1.362537237,-1.291076303
Sharp-shinned Hawk,1.197573882,-0.991785877
Sharp-shinned Hawk,1.37317525,-0.841601066
Sharp-shinned Hawk,1.145049265,-0.800222882
Sharp-shinned Hawk,1.363136579,-1.114191003
Sharp-shinned Hawk,1.069347364,-0.935393547
Sharp-shinned Hawk,1.141997957,-1.303895031
Sharp-shinned Hawk,1.292309832,-0.972374953
Sharp-shinned Hawk,1.549488541,-0.855051442
Sharp-shinned Hawk,1.211781253,-0.979582898
Sharp-shinned Hawk,1.336483266,-0.987854527
Sharp-shinned Hawk,1.721697283,-1.09159514
Sharp-shinned Hawk,0.960882058,-0.980319364
Sharp-shinned Hawk,1.17239831,-1.171943113
Sharp-shinned Hawk,0.974856528,-0.798793299
Sharp-shinned Hawk,1.133700995,-0.677467971
Sharp-shinned Hawk,1.283873021,-1.137083177
Sharp-shinned Hawk,1.158776128,-1.117366768
Sharp-shinned Hawk,1.224374546,-1.207677795
Sharp-shinned Hawk,1.05887131,-0.6383617
Sharp-shinned Hawk,0.944011854,-0.862927901
Sharp-shinned Hawk,1.480342849,-1.115057786
Sharp-shinned Hawk,1.203809855,-1.069889148
Sharp-shinned Hawk,1.179785257,-0.980336033
Sharp-shinned Hawk,0.877299894,-0.984157663
Sharp-shinned Hawk,0.804264721,-0.85101585
Sharp-shinned Hawk,1.334647866,-1.179295934
Sharp-shinned Hawk,0.993553739,-1.017877238
Sharp-shinned Hawk,1.509832315,-1.36814457
Sharp-shinned Hawk,1.226043138,-0.917159829
Sharp-shinned Hawk,1.154306694,-1.20844601
Sharp-shinned Hawk,1.212293629,-0.914960128
Sharp-shinned Hawk,1.242035989,-0.930260337
Sharp-shinned Hawk,1.453703371,-1.22687806
Sharp-shinned Hawk,1.433624223,-1.163721765
Sharp-shinned Hawk,0.995765929,-0.857160294
Sharp-shinned Hawk,1.405687288,-1.244717389
Sharp-shinned Hawk,0.98142054,-1.242121394
Sharp-shinned Hawk,1.845696436,-1.307492816
Sharp-shinned Hawk,1.249467953,-0.953636614
Sharp-shinned Hawk,1.488225182,-1.338406179
Sharp-shinned Hawk,1.499858446,-1.261610972
Sharp-shinned Hawk,1.283134697,-1.303481589
Sharp-shinned Hawk,1.065438225,-0.987556561
Sharp-shinned Hawk,1.368747438,-1.150334264
Sharp-shinned Hawk,1.110729358,-1.217357396
Sharp-shinned Hawk,1.554742233,-1.345388957
Sharp-shinned Hawk,1.138169408,-1.144050313
Sharp-shinned Hawk,1.434524281,-0.890804111
Sharp-shinned Hawk,1.292266054,-0.96894827
Sharp-shinned Hawk,0.905440263,-0.90009132
Sharp-shinned Hawk,0.805009105,-0.798436501
Sharp-shinned Hawk,1.182638144,-1.433187555
Sharp-shinned Hawk,1.063426197,-1.30399039
Sharp-shinned Hawk,1.294194408,-1.135241624
Sharp-shinned Hawk,0.872080304,-1.037339918
Sharp-shinned Hawk,1.041223153,-1.340844706
Sharp-shinned Hawk,1.456943966,-1.09097564
Sharp-shinned Hawk,1.340474888,-0.819656541
Sharp-shinned Hawk,1.37011938,-1.26243031
Sharp-shinned Hawk,1.524096047,-0.85276076
Sharp-shinned Hawk,1.302318521,-1.208102155
Sharp-shinned Hawk,1.172792575,-1.397422788
Sharp-shinned Hawk,1.341591889,-1.55617866
Sharp-shinned Hawk,1.583707949,-1.072555236
Sharp-shinned Hawk,1.129838155,-0.544740585
Sharp-shinned Hawk,1.264164474,-1.036803838
Sharp-shinned Hawk,1.28808176,-1.286085659
Sharp-shinned Hawk,1.073151827,-1.03463583
Sharp-shinned Hawk,1.109691344,-1.021630447
Sharp-shinned Hawk,1.084562388,-0.957863485
Sharp-shinned Hawk,1.103070816,-1.29320562
Sharp-shinned Hawk,1.442290827,-1.17651098
Sharp-shinned Hawk,1.099127551,-1.326233305
Sharp-shinned Hawk,1.437507406,-0.959168285
Sharp-shinned Hawk,1.720438201,-1.202524717
Sharp-shinned Hawk,1.180449523,-1.1475083
Sharp-shinned Hawk,1.031061855,-1.125571143
Sharp-shinned Hawk,1.450305053,-0.947111312
Sharp-shinned Hawk,1.226213438,-0.957667728
Sharp-shinned Hawk,1.23088953,-0.739354402
Sharp-shinned Hawk,1.070568134,-0.644303826
Sharp-shinned Hawk,1.109883181,-0.952216163
Sharp-shinned Hawk,1.211035112,-1.00915885
Sharp-shinned Hawk,1.300654611,-1.540579927
Sharp-shinned Hawk,1.246613465,-0.943063066
Sharp-shinned Hawk,1.311921842,-1.147837131
Sharp-shinned Hawk,1.345387563,-0.978380997
Sharp-shinned Hawk,1.062550125,-1.15863173
Sharp-shinned Hawk,1.304757929,-1.122478146
Sharp-shinned Hawk,1.269788175,-1.056887453
Sharp-shinned Hawk,1.461781862,-0.629271045
Sharp-shinned Hawk,1.562730351,-1.1975941
Sharp-shinned Hawk,1.120363392,-0.871386265
Sharp-shinned Hawk,1.099981494,-0.979970713
Sharp-shinned Hawk,1.777181776,-1.080220631
Sharp-shinned Hawk,1.197150857,-1.098940853
Sharp-shinned Hawk,1.135469566,-0.874872918
Sharp-shinned Hawk,1.505968151,-1.248264751
Sharp-shinned Hawk,1.411755298,-1.037527308
Sharp-shinned Hawk,1.045392807,-0.941212558
Sharp-shinned Hawk,0.941105353,-1.220110819
Sharp-shinned Hawk,1.749814925,-1.245376535
Sharp-shinned Hawk,1.507302864,-1.112122023
Sharp-shinned Hawk,0.775358008,-1.101803542
Sharp-shinned Hawk,1.056789595,-0.976289761
Sharp-shinned Hawk,1.351091268,-1.009574722
Sharp-shinned Hawk,1.668910033,-1.187044396
Sharp-shinned Hawk,1.260875459,-1.230323443
Sharp-shinned Hawk,1.815643517,-1.370175523
Sharp-shinned Hawk,1.949464475,-1.082702393
Sharp-shinned Hawk,1.404109234,-0.895600441
Sharp-shinned Hawk,1.373894409,-1.319919137
Sharp-shinned Hawk,1.453603414,-1.233838555
Sharp-shinned Hawk,1.675390014,-0.682149245
Sharp-shinned Hawk,1.333853681,-0.960457142
Sharp-shinned Hawk,1.00585414,-1.251846433
Sharp-shinned Hawk,1.418526289,-0.747203736
Sharp-shinned Hawk,1.045299814,-0.968715567
Sharp-shinned Hawk,1.569112586,-1.436671265
Sharp-shinned Hawk,1.089804335,-0.756156769
Sharp-shinned Hawk,1.19507557,-1.167468387
Sharp-shinned Hawk,1.673333049,-1.24418722
Sharp-shinned Hawk,1.036441189,-0.929328261
Sharp-shinned Hawk,1.456229817,-0.622413583
Sharp-shinned Hawk,1.532455489,-1.006841312
Sharp-shinned Hawk,1.699098887,-1.0987235
Sharp-shinned Hawk,0.983929936,-0.905495191
Sharp-shinned Hawk,1.205823178,-1.433024819
Sharp-shinned Hawk,1.427672663,-0.861322661
Sharp-shinned Hawk,1.369137474,-1.152862612
Sharp-shinned Hawk,1.200504275,-1.145226625
Sharp-shinned Hawk,1.232771229,-1.03289203
Sharp-shinned Hawk,0.974122355,-1.118748734
Sharp-shinned Hawk,1.364585338,-1.028697103
Sharp-shinned Hawk,1.084542569,-1.025057271
Sharp-shinned Hawk,1.500840399,-0.889300622
Sharp-shinned Hawk,1.521658199,-1.23948735
Sharp-shinned Hawk,1.21158289,-0.979816428
Sharp-shinned Hawk,1.264156041,-0.995910694
Sharp-shinned Hawk,1.290566244,-1.375016047
Sharp-shinned Hawk,1.158972562,-0.972155317
Sharp-shinned Hawk,1.47694277,-1.400488354
Sharp-shinned Hawk,1.068602934,-0.943643428
Sharp-shinned Hawk,1.238033375,-1.156859941
Sharp-shinned Hawk,0.995045433,-1.195853906
Sharp-shinned Hawk,1.584172812,-1.128714912
Sharp-shinned Hawk,0.893887824,-1.160574064
Sharp-shinned Hawk,1.06537353,-0.660163454
Sharp-shinned Hawk,1.001738988,-0.788849893
Sharp-shinned Hawk,1.356041042,-1.068445563
Sharp-shinned Hawk,0.82130093,-0.862637266
Sharp-shinned Hawk,1.074847787,-1.102467985
Sharp-shinned Hawk,0.664665734,-0.961214984
Sharp-shinned Hawk,1.654723983,-1.107891512
Sharp-shinned Hawk,0.748067826,-0.677729712
Sharp-shinned Hawk,1.036899514,-1.218098318
Sharp-shinned Hawk,1.110007827,-1.006739155
Sharp-shinned Hawk,1.364230514,-1.222268906
Sharp-shinned Hawk,1.10577689,-1.114786792
Sharp-shinned Hawk,1.34886625,-0.774304059
Sharp-shinned Hawk,1.038767681,-0.900536426
Sharp-shinned Hawk,1.178683031,-1.046262005
Sharp-shinned Hawk,1.429230287,-0.981311231
Sharp-shinned Hawk,1.287886442,-0.796872402
Sharp-shinned Hawk,1.610537805,-1.431697125
Sharp-shinned Hawk,1.449624791,-0.94613851
Sharp-shinned Hawk,1.124719053,-1.006385643
Sharp-shinned Hawk,1.063198996,-0.875464005
Sharp-shinned Hawk,1.426953009,-0.961934663
Sharp-shinned Hawk,1.628747115,-1.067751088
Sharp-shinned Hawk,1.327080427,-0.629023723
Sharp-shinned Hawk,1.511870143,-0.949712581
Sharp-shinned Hawk,1.474575236,-1.005597536
Sharp-shinned Hawk,1.421051014,-0.690801697
Sharp-shinned Hawk,1.373489185,-0.871894883
Sharp-shinned Hawk,1.29752111,-1.141565355
Sharp-shinned Hawk,1.551893808,-1.357367987
Sharp-shinned Hawk,1.097384505,-1.464341686
Sharp-shinned Hawk,1.159127489,-1.031300756
Sharp-shinned Hawk,1.282185723,-1.346209196
Sharp-shinned Hawk,1.046524845,-0.793698482
Sharp-shinned Hawk,1.402608821,-0.796456435
Sharp-shinned Hawk,1.358318137,-1.04250794
Sharp-shinned Hawk,1.186763263,-1.111176135
Sharp-shinned Hawk,1.576174675,-1.065125086
Sharp-shinned Hawk,1.44868864,-1.023506538
Sharp-shinned Hawk,0.897511969,-0.542360719
Sharp-shinned Hawk,1.14916785,-0.800933031
Sharp-shinned Hawk,1.250822,-0.938520045
Sharp-shinned Hawk,1.204288147,-1.115582346
Sharp-shinned Hawk,1.226757728,-1.066057575
Sharp-shinned Hawk,0.81654562,-0.774959182
Sharp-shinned Hawk,0.881203611,-0.89068049
Sharp-shinned Hawk,1.568632705,-1.304394561
Sharp-shinned Hawk,1.709297196,-1.36425607
Sharp-shinned Hawk,1.255378463,-1.188328911
Sharp-shinned Hawk,0.921861103,-1.060362066
Sharp-shinned Hawk,1.619537948,-1.341580655
Sharp-shinned Hawk,1.296516794,-1.264654557
Sharp-shinned Hawk,1.522533587,-1.026507271
Sharp-shinned Hawk,1.21424453,-0.765392098
Sharp-shinned Hawk,1.306168317,-1.287467418
Sharp-shinned Hawk,1.320327131,-0.913886948
Sharp-shinned Hawk,1.483104398,-0.989844587
Sharp-shinned Hawk,1.017645412,-0.87915265
Sharp-shinned Hawk,1.074870183,-0.986684602
Sharp-shinned Hawk,1.316259273,-1.17829877
Sharp-shinned Hawk,1.384997438,-1.076632551
Sharp-shinned Hawk,1.443186753,-0.988142835
Sharp-shinned Hawk,1.232959533,-1.048870594
Sharp-shinned Hawk,1.165026571,-1.179101296
Sharp-shinned Hawk,1.640468461,-0.939944786
Sharp-shinned Hawk,1.035079359,-1.034878315
Sharp-shinned Hawk,1.283253218,-1.264710861
Sharp-shinned Hawk,1.348759297,-1.14176845
Sharp-shinned Hawk,1.102473792,-1.139017291
Sharp-shinned Hawk,1.563013488,-0.9360595
Sharp-shinned Hawk,1.58885924,-1.362592377
Sharp-shinned Hawk,1.390695485,-0.871086953
Sharp-shinned Hawk,1.17530672,-0.774331195
Sharp-shinned Hawk,1.21558049,-0.98794863
Sharp-shinned Hawk,1.240187991,-1.036643235
Sharp-shinned Hawk,1.138378887,-1.202644825
Sharp-shinned Hawk,1.404140843,-0.781225749
Sharp-shinned Hawk,1.137440214,-0.919931154
Sharp-shinned Hawk,1.197525871,-0.946474899
Sharp-shinned Hawk,0.86617072,-1.03990223
Sharp-shinned Hawk,1.091414659,-0.966254537
Sharp-shinned Hawk,1.22056962,-0.968010945
Sharp-shinned Hawk,1.280933903,-0.917172929
Sharp-shinned Hawk,1.521527552,-1.390628139
Sharp-shinned Hawk,1.647150445,-1.272942949
Sharp-shinned Hawk,0.998272967,-0.662486149
Sharp-shinned Hawk,1.326195915,-1.374210219
Sharp-shinned Hawk,1.205060573,-0.973648418
Sharp-shinned Hawk,1.254536845,-1.24026795
Sharp-shinned Hawk,1.104951752,-0.930135994
Sharp-shinned Hawk,1.112459765,-1.102648281
Sharp-shinned Hawk,1.304493885,-1.097405964
Sharp-shinned Hawk,1.276516955,-1.34305768
Sharp-shinned Hawk,0.952844765,-1.056684724
Sharp-shinned Hawk,1.321488114,-0.729689507
Sharp-shinned Hawk,1.485088659,-1.236728485
Sharp-shinned Hawk,1.8000101,-0.938288711
Sharp-shinned Hawk,1.51979286,-1.136418197
Sharp-shinned Hawk,1.129749847,-1.20180124
Sharp-shinned Hawk,1.375702454,-1.359311597
Sharp-shinned Hawk,1.069738466,-0.818128608
Sharp-shinned Hawk,1.24626174,-1.446855921
Sharp-shinned Hawk,1.390282629,-1.124703712
Sharp-shinned Hawk,1.313680034,-1.344625271
Sharp-shinned Hawk,1.557138046,-1.216731663
Sharp-shinned Hawk,1.574085108,-1.486013074
Sharp-shinned Hawk,1.374073444,-0.950140874
Sharp-shinned Hawk,0.988207277,-1.111028593
Sharp-shinned Hawk,1.765875992,-1.063388542
Sharp-shinned Hawk,1.113564838,-1.22650936
Sharp-shinned Hawk,1.479074326,-1.204124874
Sharp-shinned Hawk,0.727553147,-1.095087155
Sharp-shinned Hawk,1.074855213,-0.615646656
Sharp-shinned Hawk,1.111837947,-1.20363806
Sharp-shinned Hawk,0.962189741,-1.112072206
Sharp-shinned Hawk,0.886698019,-1.225394313
Sharp-shinned Hawk,0.709196791,-0.926270077
Sharp-shinned Hawk,1.75159642,-1.503859293
Sharp-shinned Hawk,0.993212886,-1.433996609
Sharp-shinned Hawk,1.410349861,-1.081840623
Sharp-shinned Hawk,0.721396915,-0.736400041
Sharp-shinned Hawk,1.465957604,-0.891374466
Sharp-shinned Hawk,1.39050531,-0.878973572
Sharp-shinned Hawk,1.298141292,-1.565633945
Sharp-shinned Hawk,1.735666884,-1.082603246
Sharp-shinned Hawk,1.425230805,-1.190700784
Sharp-shinned Hawk,1.220363606,-1.123163767
Sharp-shinned Hawk,1.164856533,-0.984935449
Sharp-shinned Hawk,1.314551434,-1.077905678
Sharp-shinned Hawk,1.320461484,-0.930646286
Sharp-shinned Hawk,1.219439503,-0.865524384
Sharp-shinned Hawk,1.145999811,-1.155430253
Sharp-shinned Hawk,1.183559988,-0.852493519
Sharp-shinned Hawk,1.098935059,-0.553796482
Sharp-shinned Hawk,1.341120862,-1.276848628
Sharp-shinned Hawk,1.220815738,-0.918755391
Sharp-shinned Hawk,1.228110583,-1.30954197
Sharp-shinned Hawk,1.356864442,-0.967844761
Sharp-shinned Hawk,1.505902047,-1.032918966
Sharp-shinned Hawk,1.405882347,-1.359199769
Sharp-shinned Hawk,1.68276935,-1.360174998
Sharp-shinned Hawk,1.740781218,-1.298603587
Sharp-shinned Hawk,1.234803015,-0.930048062
Sharp-shinned Hawk,1.584465441,-1.077258098
Sharp-shinned Hawk,1.44100269,-1.113904562
Sharp-shinned Hawk,1.117250646,-1.07538235
Sharp-shinned Hawk,1.192628423,-1.008761187
Sharp-shinned Hawk,1.682238227,-1.250573144
Sharp-shinned Hawk,1.071305057,-0.710094881
Sharp-shinned Hawk,1.710662513,-0.882231344
Sharp-shinned Hawk,1.089647927,-1.151504434
Sharp-shinned Hawk,2.103282869,-1.168609926
Sharp-shinned Hawk,1.298575572,-0.875800541
Sharp-shinned Hawk,1.891970031,-1.043423437
Sharp-shinned Hawk,1.38695411,-1.420138714
Sharp-shinned Hawk,1.369921326,-1.006285428
Sharp-shinned Hawk,0.904386449,-0.834082966
Sharp-shinned Hawk,1.158483085,-0.827965634
Sharp-shinned Hawk,1.203708679,-1.096517609
Sharp-shinned Hawk,1.509590311,-0.876937228
Sharp-shinned Hawk,1.125387512,-1.090986374
Sharp-shinned Hawk,1.322883245,-1.051778839
Sharp-shinned Hawk,1.125894196,-0.877231294
Sharp-shinned Hawk,1.027464653,-1.060109801
Sharp-shinned Hawk,0.92558962,-0.984035838
Sharp-shinned Hawk,1.033028945,-0.932826237
Sharp-shinned Hawk,1.173413956,-0.888168599
Sharp-shinned Hawk,0.986850753,-0.853536337
Sharp-shinned Hawk,1.469426695,-0.891357281
Sharp-shinned Hawk,1.257261541,-1.42041442
Sharp-shinned Hawk,1.55344413,-0.923560633
Sharp-shinned Hawk,1.747361686,-1.205267828
Sharp-shinned Hawk,1.092224112,-0.719579368
Sharp-shinned Hawk,2.021872564,-1.260065176
Sharp-shinned Hawk,1.005089174,-1.153066914
Sharp-shinned Hawk,1.28195947,-0.91015224
Sharp-shinned Hawk,0.76114866,-0.880829581
Sharp-shinned Hawk,1.299577026,-0.955416378
Sharp-shinned Hawk,1.492883276,-0.985989342
Sharp-shinned Hawk,1.245809045,-1.173984721
Sharp-shinned Hawk,1.173308254,-1.234140069
Sharp-shinned Hawk,0.937673545,-1.514134787
Sharp-shinned Hawk,0.759080418,-1.083172005
Sharp-shinned Hawk,1.474801027,-1.215005199
Sharp-shinned Hawk,1.140164172,-1.309820026
Sharp-shinned Hawk,1.182074904,-0.990603239
Sharp-shinned Hawk,1.088022028,-0.822980315
Sharp-shinned Hawk,0.916586815,-0.920418088
Sharp-shinned Hawk,1.470007902,-1.37135895
Sharp-shinned Hawk,1.404893142,-1.053254582
Sharp-shinned Hawk,1.246498065,-0.935816741
Sharp-shinned Hawk,1.224253244,-1.042514115
Sharp-shinned Hawk,1.603931699,-1.24376124
Sharp-shinned Hawk,1.084111001,-0.903714708
